Group,NumInGroup,GroupSize,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Surname,TotalExpenses,HasExpenses,Transported
7171,1,1,Earth,True,G,1155.0,P,TRAPPIST-1e,37.0,False,Wardendez,0,0,True
7173,1,1,Earth,True,G,1156.0,P,PSO J318.5-22,19.0,False,Alldson,0,0,True
7175,1,1,Earth,False,F,1486.0,P,TRAPPIST-1e,18.0,False,Ramoran,777,1,False
7176,1,3,Europa,True,C,232.0,P,55 Cancri e,47.0,False,Chhaft,0,0,True
7176,2,3,Europa,False,C,232.0,P,TRAPPIST-1e,26.0,False,Chhaft,7632,1,False
7176,3,3,Europa,False,C,232.0,P,TRAPPIST-1e,25.0,False,Chhaft,3617,1,True
7177,1,1,Earth,False,F,1380.0,S,TRAPPIST-1e,38.0,,Medington,797,1,False
7179,1,1,Earth,False,E,460.0,P,TRAPPIST-1e,53.0,False,Mullon,2361,1,True
7180,1,1,Earth,False,E,478.0,S,TRAPPIST-1e,38.0,False,Cardners,791,1,False
7181,1,1,Mars,True,F,1488.0,P,TRAPPIST-1e,28.0,False,Date,0,0,True
7182,1,1,Earth,False,,,,TRAPPIST-1e,46.0,False,Ricews,2020,1,False
7184,1,1,Earth,False,G,1170.0,S,TRAPPIST-1e,18.0,False,Barnoldeney,714,1,True
7186,1,3,Europa,True,E,461.0,P,TRAPPIST-1e,14.0,False,Pretive,0,0,True
7186,2,3,Europa,,E,461.0,P,TRAPPIST-1e,32.0,False,Mosteraked,2082,1,False
7186,3,3,Europa,False,E,461.0,P,TRAPPIST-1e,44.0,False,Mosteraked,4392,1,False
7187,1,1,Earth,True,G,1158.0,P,PSO J318.5-22,28.0,False,Olshaffey,0,0,True
7188,1,3,Europa,False,C,233.0,P,TRAPPIST-1e,2.0,False,Imingle,0,0,True
7188,2,3,Europa,False,C,233.0,P,TRAPPIST-1e,28.0,False,Imingle,16359,1,False
7188,3,3,Europa,True,C,233.0,P,TRAPPIST-1e,27.0,True,Imingle,0,0,True
7189,1,1,Europa,True,C,234.0,P,TRAPPIST-1e,29.0,False,Cowtale,0,0,True
7190,1,1,Earth,True,G,1171.0,S,55 Cancri e,14.0,False,Rutler,0,0,True
7191,1,1,Earth,False,F,1490.0,P,TRAPPIST-1e,14.0,False,Bushafford,766,1,False
7192,1,1,Earth,True,G,1172.0,S,TRAPPIST-1e,17.0,False,Hayertez,0,0,True
7193,1,1,Earth,False,F,1381.0,S,TRAPPIST-1e,35.0,False,Whitersone,884,1,True
7194,1,1,Earth,False,F,1382.0,S,,36.0,False,Waterson,750,1,False
7197,1,1,Mars,False,F,1383.0,S,TRAPPIST-1e,51.0,False,Chica,2163,1,False
7199,1,1,Earth,False,G,1174.0,S,TRAPPIST-1e,54.0,False,Bardinard,111,1,False
7200,1,1,Europa,False,C,264.0,S,TRAPPIST-1e,37.0,False,Coustive,3906,1,True
7202,1,1,Earth,False,E,462.0,P,TRAPPIST-1e,37.0,False,Burksson,1608,1,False
7203,1,1,Earth,False,E,463.0,P,TRAPPIST-1e,24.0,False,Reenon,827,1,True
7205,1,1,Mars,False,F,1386.0,S,TRAPPIST-1e,,False,Flake,1216,1,False
7206,1,1,Earth,False,F,1387.0,S,TRAPPIST-1e,38.0,False,Daughessey,2428,1,False
7207,1,1,Earth,True,G,1160.0,P,TRAPPIST-1e,28.0,False,Burksson,0,0,True
7208,1,2,Earth,False,G,1161.0,P,TRAPPIST-1e,0.0,False,Gibbsonton,0,0,True
7208,2,2,Earth,False,F,1492.0,P,TRAPPIST-1e,16.0,False,Gibbsonton,875,1,False
7210,1,1,Earth,False,F,1493.0,P,TRAPPIST-1e,25.0,False,Puckenton,879,1,False
7214,1,1,Earth,,F,1389.0,S,55 Cancri e,22.0,False,Garzaley,761,1,True
7215,1,1,Mars,True,F,1494.0,P,TRAPPIST-1e,24.0,False,Erte,0,0,True
7216,1,1,Earth,False,E,464.0,P,PSO J318.5-22,37.0,False,Owery,681,1,True
7217,1,1,Mars,False,F,1495.0,P,TRAPPIST-1e,21.0,False,Pead,1121,1,True
7218,1,1,Europa,False,B,271.0,S,,53.0,False,Urablele,0,0,True
7219,1,6,Europa,False,C,235.0,P,TRAPPIST-1e,0.0,False,Arible,0,0,True
7219,2,6,Europa,True,C,235.0,P,TRAPPIST-1e,2.0,False,Arible,0,0,False
7219,3,6,Europa,True,C,235.0,P,TRAPPIST-1e,64.0,False,Arible,0,0,True
7219,4,6,Europa,False,,,,TRAPPIST-1e,24.0,False,Arible,6876,1,False
7219,5,6,Europa,True,C,235.0,P,TRAPPIST-1e,40.0,False,Arible,0,0,True
7219,6,6,Europa,False,C,235.0,P,TRAPPIST-1e,32.0,False,Arible,7166,1,False
7221,1,1,Europa,False,B,239.0,P,55 Cancri e,54.0,True,Sonofmory,2743,1,False
7224,1,1,Earth,True,G,1175.0,S,TRAPPIST-1e,30.0,,Carvis,0,0,True
7225,1,1,Europa,False,A,77.0,P,55 Cancri e,37.0,False,Fawnsive,3072,1,False
7226,1,1,Mars,False,E,481.0,S,TRAPPIST-1e,20.0,False,Reke,3540,1,False
7227,1,1,Mars,False,F,1497.0,P,TRAPPIST-1e,22.0,False,Vlake,1769,1,False
7229,1,1,Earth,False,F,1391.0,S,PSO J318.5-22,57.0,False,Leonadorsen,684,1,False
7230,1,1,Earth,True,G,1177.0,S,TRAPPIST-1e,34.0,False,Blancoy,0,0,True
7232,1,1,Europa,False,B,240.0,P,TRAPPIST-1e,51.0,False,Seatearing,4447,1,False
7233,1,1,Mars,True,E,465.0,P,TRAPPIST-1e,47.0,False,Wala,0,0,False
7234,1,1,Earth,False,G,1163.0,P,TRAPPIST-1e,22.0,False,Merce,627,1,False
7235,1,1,Europa,False,B,241.0,P,,36.0,False,Bruthydre,4426,1,False
7236,1,1,Earth,True,,,,TRAPPIST-1e,16.0,False,Whitakers,0,0,True
7238,1,1,Mars,False,F,1499.0,P,,60.0,False,Tirt,1775,1,False
7240,1,2,Mars,False,F,1392.0,S,TRAPPIST-1e,39.0,False,Kad,2598,1,True
7240,2,2,Mars,False,F,1392.0,S,TRAPPIST-1e,18.0,False,Kad,2935,1,True
7242,1,1,Europa,True,B,273.0,S,55 Cancri e,30.0,False,Reeddommy,0,0,True
7246,1,1,Mars,False,F,1395.0,S,TRAPPIST-1e,45.0,False,Khaf,1821,1,False
7247,1,1,Earth,False,F,1396.0,S,TRAPPIST-1e,30.0,False,Hurchanney,1150,1,False
7249,1,2,,False,E,482.0,S,TRAPPIST-1e,21.0,False,Burle,1048,1,False
7249,2,2,Mars,False,F,1397.0,S,TRAPPIST-1e,0.0,False,Burle,0,0,True
7250,1,1,Mars,False,F,1501.0,P,55 Cancri e,51.0,False,Chmad,2663,1,True
7252,1,1,Mars,False,E,466.0,P,TRAPPIST-1e,22.0,False,Sacy,1173,1,False
7253,1,1,Europa,False,D,225.0,P,TRAPPIST-1e,26.0,False,Obedaming,1587,1,True
7255,1,1,Earth,False,G,1166.0,P,TRAPPIST-1e,10.0,False,Paynard,0,0,False
7256,1,1,Earth,False,E,484.0,S,TRAPPIST-1e,21.0,False,Scottney,787,1,False
7257,1,2,Earth,True,G,1167.0,P,55 Cancri e,14.0,False,Gardsondez,0,0,True
7257,2,2,Earth,False,E,467.0,P,TRAPPIST-1e,,False,Gardsondez,792,1,False
7258,1,1,Earth,False,F,1502.0,P,TRAPPIST-1e,43.0,False,,1863,1,True
7259,1,1,Earth,False,F,1503.0,P,PSO J318.5-22,22.0,False,Meadoney,594,1,True
7260,1,1,Earth,False,F,1398.0,S,TRAPPIST-1e,22.0,False,Woodwardy,723,1,False
7261,1,1,Earth,True,G,1168.0,P,PSO J318.5-22,23.0,False,Mondsey,0,0,True
7267,1,2,Europa,True,C,265.0,S,TRAPPIST-1e,25.0,False,String,0,0,True
7267,2,2,Europa,False,C,265.0,S,TRAPPIST-1e,35.0,False,String,0,0,True
7268,1,1,Earth,False,E,468.0,P,TRAPPIST-1e,30.0,False,Hayerson,791,1,False
7270,1,1,Earth,True,G,1170.0,P,TRAPPIST-1e,37.0,False,Garden,0,0,True
7271,1,1,Earth,False,G,1171.0,P,55 Cancri e,21.0,False,,705,1,False
7273,1,1,Earth,False,G,1183.0,S,55 Cancri e,36.0,False,Pacerty,751,1,True
7274,1,1,Earth,False,F,1506.0,P,TRAPPIST-1e,13.0,False,Woodwinton,918,1,False
7276,1,1,Earth,False,F,1507.0,P,55 Cancri e,22.0,False,Spentley,694,1,False
7277,1,1,Earth,True,G,1184.0,S,TRAPPIST-1e,36.0,False,Pittson,0,0,True
7278,1,1,Earth,False,E,485.0,S,TRAPPIST-1e,17.0,False,Bryants,983,1,True
7279,1,1,Europa,True,C,236.0,P,55 Cancri e,38.0,False,Prombled,0,0,True
7280,1,1,Mars,False,F,1508.0,P,TRAPPIST-1e,34.0,False,Stike,5962,1,False
7283,1,1,Mars,,F,1509.0,P,TRAPPIST-1e,20.0,False,One,0,0,True
7284,1,1,Earth,False,G,1174.0,P,TRAPPIST-1e,17.0,False,Walterson,770,1,False
7285,1,1,Earth,True,G,1185.0,S,PSO J318.5-22,36.0,False,Gainney,0,0,True
7289,1,1,Europa,False,A,78.0,P,55 Cancri e,52.0,False,Purellliss,2389,1,True
7290,1,5,Europa,True,D,227.0,P,55 Cancri e,32.0,False,Bruthydre,0,0,True
7290,2,5,Europa,True,D,227.0,P,55 Cancri e,35.0,False,,0,0,True
7290,3,5,Europa,True,D,227.0,P,55 Cancri e,,False,Bruthydre,0,0,True
7290,4,5,Europa,False,D,227.0,P,TRAPPIST-1e,36.0,False,Bruthydre,4165,1,False
7290,5,5,Europa,False,D,227.0,P,TRAPPIST-1e,36.0,False,Bruthydre,5047,1,False
7292,1,1,Mars,False,D,220.0,S,55 Cancri e,21.0,False,Panad,379,1,False
7296,1,1,Mars,False,D,228.0,P,TRAPPIST-1e,33.0,False,Blane,1182,1,False
7297,1,1,Earth,False,G,1188.0,S,TRAPPIST-1e,40.0,False,,907,1,False
7298,1,1,Earth,,F,1510.0,P,TRAPPIST-1e,24.0,False,Blangibson,692,1,True
7300,1,1,Earth,False,G,1189.0,S,TRAPPIST-1e,35.0,False,Emenez,885,1,True
7301,1,1,Mars,True,F,1511.0,P,TRAPPIST-1e,29.0,False,Facke,0,0,True
7302,1,1,Mars,False,E,486.0,S,TRAPPIST-1e,33.0,False,Fle,1013,1,False
7303,1,1,Earth,False,E,487.0,S,TRAPPIST-1e,51.0,False,Adavisons,982,1,False
7304,1,1,Mars,True,F,1512.0,P,TRAPPIST-1e,10.0,,Sinda,0,0,True
7305,1,1,Earth,True,G,1190.0,S,TRAPPIST-1e,41.0,False,Strongers,0,0,True
7306,1,1,Earth,False,E,471.0,P,55 Cancri e,26.0,False,Stroyledgez,719,1,True
7307,1,1,Earth,False,F,1405.0,S,TRAPPIST-1e,39.0,False,Hubbarton,799,1,False
7309,1,1,Mars,False,F,1513.0,P,TRAPPIST-1e,14.0,False,Kinad,1040,1,False
7310,1,1,Mars,,D,229.0,P,TRAPPIST-1e,28.0,False,Bette,1182,1,False
7311,1,1,Earth,False,F,1514.0,P,TRAPPIST-1e,18.0,False,Gordanieves,949,1,False
7313,1,1,Mars,False,D,231.0,P,TRAPPIST-1e,41.0,False,Kashe,3173,1,False
7314,1,1,Europa,,C,237.0,P,,33.0,False,Venticable,0,0,True
7320,1,1,Earth,False,F,1517.0,P,TRAPPIST-1e,26.0,False,Fuentryoung,1040,1,False
7321,1,1,Mars,True,F,1518.0,P,TRAPPIST-1e,31.0,False,Kra,0,0,True
7322,1,1,Earth,False,F,1408.0,S,TRAPPIST-1e,63.0,,Gardsondez,2451,1,False
7323,1,1,Earth,False,F,1409.0,S,TRAPPIST-1e,30.0,False,Mcinton,970,1,False
7324,1,1,Europa,False,C,238.0,P,TRAPPIST-1e,27.0,False,Clugnobse,3221,1,True
7326,1,1,Earth,False,F,1519.0,P,TRAPPIST-1e,47.0,False,Barbes,2993,1,False
7327,1,1,Mars,False,F,1520.0,P,TRAPPIST-1e,37.0,False,Brity,2000,1,True
7328,1,1,Earth,False,F,1410.0,S,TRAPPIST-1e,14.0,False,Cainghannon,1572,1,False
7330,1,1,,False,C,268.0,S,TRAPPIST-1e,27.0,False,Rimplighty,3160,1,False
7331,1,1,Mars,False,D,232.0,P,TRAPPIST-1e,61.0,False,Nacke,1719,1,False
7332,1,1,Earth,False,E,488.0,S,TRAPPIST-1e,39.0,False,Holliams,791,1,False
7334,1,1,Earth,False,E,490.0,S,TRAPPIST-1e,22.0,False,Schwardson,788,1,False
7336,1,2,,False,F,1411.0,S,TRAPPIST-1e,30.0,False,Lambles,970,1,False
7336,2,2,,False,F,1411.0,S,TRAPPIST-1e,26.0,False,Leodger,902,1,False
7337,1,1,Europa,False,A,89.0,S,TRAPPIST-1e,25.0,False,Folkshbox,5979,1,False
7338,1,1,Mars,False,D,233.0,P,TRAPPIST-1e,42.0,False,Colte,2704,1,False
7339,1,1,Europa,False,E,474.0,P,,33.0,False,Fanseld,18166,1,False
7340,1,1,Europa,False,E,475.0,P,TRAPPIST-1e,60.0,False,Blanspe,2758,1,False
7341,1,1,Earth,True,G,1191.0,S,55 Cancri e,16.0,False,Horners,0,0,True
7342,1,1,Earth,False,G,1178.0,P,TRAPPIST-1e,50.0,False,Haynard,744,1,True
7343,1,1,Earth,False,F,1412.0,S,TRAPPIST-1e,22.0,False,Mcbriddley,701,1,False
7344,1,1,Earth,False,F,1413.0,S,PSO J318.5-22,15.0,False,Powery,961,1,False
7346,1,1,Mars,False,E,476.0,P,TRAPPIST-1e,27.0,False,Blan,0,0,False
7347,1,1,Earth,False,G,1179.0,P,55 Cancri e,58.0,False,Bardsey,676,1,False
7350,1,1,Earth,True,G,1192.0,S,TRAPPIST-1e,48.0,False,Strongers,0,0,True
7351,1,1,Europa,True,D,221.0,S,55 Cancri e,36.0,False,Loring,0,0,True
7353,1,3,Europa,False,C,269.0,S,TRAPPIST-1e,60.0,False,Openduave,8903,1,False
7353,2,3,Europa,True,C,269.0,S,TRAPPIST-1e,46.0,False,Openduave,0,0,True
7353,3,3,Europa,False,,,,TRAPPIST-1e,58.0,False,Openduave,4093,1,True
7356,1,2,Earth,True,G,1181.0,P,TRAPPIST-1e,40.0,False,Merkins,0,0,False
7356,2,2,Earth,True,G,1181.0,P,TRAPPIST-1e,3.0,False,Merkins,0,0,True
7358,1,1,Earth,False,F,1522.0,P,55 Cancri e,23.0,False,Mirez,700,1,False
7359,1,1,Earth,False,E,492.0,S,PSO J318.5-22,21.0,False,Jenson,644,1,True
7360,1,1,Earth,True,G,1194.0,S,55 Cancri e,29.0,False,Joycerton,0,0,True
7361,1,2,Europa,True,C,239.0,P,55 Cancri e,23.0,,Rodwative,0,0,True
7361,2,2,Europa,True,C,239.0,P,55 Cancri e,41.0,False,Rodwative,0,0,True
7365,1,1,Earth,False,G,1183.0,P,TRAPPIST-1e,20.0,False,Wilderssen,818,1,False
7366,1,1,Earth,False,G,1184.0,P,TRAPPIST-1e,24.0,False,Ayalazquez,889,1,False
7367,1,2,Mars,False,D,234.0,P,TRAPPIST-1e,21.0,False,Letty,2718,1,False
7367,2,2,Mars,False,F,1523.0,P,TRAPPIST-1e,55.0,False,Letty,1288,1,False
7370,1,1,Earth,False,F,1525.0,P,TRAPPIST-1e,21.0,False,Cartiz,558,1,False
7371,1,1,Earth,True,G,1185.0,P,55 Cancri e,42.0,False,Reyersendry,0,0,True
7372,1,1,Earth,False,F,1526.0,P,TRAPPIST-1e,40.0,False,Gallandez,2991,1,False
7374,1,1,Mars,True,F,1527.0,P,TRAPPIST-1e,30.0,False,Cre,0,0,True
7376,1,1,Europa,True,E,477.0,P,TRAPPIST-1e,26.0,False,Mirinanty,0,0,True
7377,1,1,Earth,True,G,1186.0,P,PSO J318.5-22,43.0,False,Steelerettt,0,0,False
7379,1,1,Earth,False,F,1416.0,S,TRAPPIST-1e,20.0,False,Bryants,1549,1,False
7385,1,1,Earth,False,F,1417.0,S,PSO J318.5-22,19.0,False,Reyerson,689,1,False
7387,1,1,Europa,False,C,240.0,P,TRAPPIST-1e,40.0,False,Blercat,4313,1,True
7388,1,1,Earth,True,G,1198.0,S,PSO J318.5-22,17.0,False,Mclardson,0,0,True
7390,1,1,Earth,False,G,1190.0,P,TRAPPIST-1e,62.0,False,Wiggs,836,1,False
7391,1,1,Earth,True,G,1191.0,P,TRAPPIST-1e,32.0,False,Coffmaney,0,0,False
7392,1,1,Earth,True,G,1192.0,P,TRAPPIST-1e,37.0,False,Holton,0,0,False
7393,1,1,Earth,False,E,478.0,P,,40.0,False,Barks,789,1,False
7394,1,1,Earth,False,G,1193.0,P,55 Cancri e,25.0,False,Strongers,674,1,False
7395,1,4,Europa,True,B,277.0,S,55 Cancri e,17.0,False,Suasharic,0,0,True
7395,2,4,Europa,True,B,277.0,S,TRAPPIST-1e,46.0,False,Suasharic,0,0,True
7395,3,4,Europa,False,B,277.0,S,TRAPPIST-1e,38.0,False,Suasharic,9857,1,False
7395,4,4,Europa,False,B,277.0,S,55 Cancri e,43.0,True,Suasharic,2956,1,False
7396,1,3,Europa,False,C,271.0,S,55 Cancri e,28.0,False,Queldry,8329,1,True
7396,2,3,Europa,True,C,271.0,S,TRAPPIST-1e,31.0,True,Ingent,0,0,True
7396,3,3,Europa,True,C,271.0,S,PSO J318.5-22,35.0,False,Monsintic,0,0,True
7398,1,1,Earth,False,F,1531.0,P,TRAPPIST-1e,19.0,,Stephend,771,1,True
7399,1,1,Earth,False,F,1418.0,S,TRAPPIST-1e,24.0,False,Casonston,761,1,False
7401,1,1,Mars,,E,479.0,P,55 Cancri e,20.0,False,Merte,0,0,False
7402,1,2,Europa,,C,272.0,S,TRAPPIST-1e,16.0,False,Stioutody,1633,1,True
7402,2,2,Europa,True,C,272.0,S,55 Cancri e,45.0,False,Stioutody,0,0,True
7403,1,1,Earth,False,G,1194.0,P,TRAPPIST-1e,19.0,False,Gibbsonton,909,1,False
7405,1,1,Earth,False,F,1419.0,S,TRAPPIST-1e,23.0,False,Steeletters,1400,1,True
7406,1,1,Earth,False,G,1195.0,P,TRAPPIST-1e,19.0,False,Balley,886,1,False
7408,1,1,Mars,False,F,1420.0,S,TRAPPIST-1e,32.0,False,Katte,1309,1,False
7410,1,1,Earth,False,G,1201.0,S,TRAPPIST-1e,41.0,False,Cartz,889,1,True
7411,1,1,Earth,False,F,1533.0,P,TRAPPIST-1e,30.0,False,Bakericks,1554,1,False
7416,1,1,Europa,False,B,278.0,S,55 Cancri e,41.0,,Burcaling,17395,1,False
7418,1,1,Mars,False,F,1534.0,P,TRAPPIST-1e,7.0,False,Ses,0,0,True
7419,1,2,Earth,False,G,1197.0,P,,39.0,False,Bardson,882,1,True
7419,2,2,Earth,False,F,1535.0,P,TRAPPIST-1e,47.0,False,Bardson,872,1,True
7422,1,1,Earth,False,G,1204.0,S,TRAPPIST-1e,21.0,False,Lardsonald,620,1,False
7425,1,2,Earth,True,G,1200.0,P,TRAPPIST-1e,29.0,False,Balderts,0,0,True
7425,2,2,Earth,False,G,1200.0,P,TRAPPIST-1e,19.0,False,Balderts,889,1,False
7427,1,1,Mars,,F,1423.0,S,TRAPPIST-1e,50.0,False,Banie,0,0,True
7428,1,1,Europa,False,A,79.0,P,TRAPPIST-1e,28.0,False,Fulazy,2051,1,False
7429,1,1,Mars,False,,,,TRAPPIST-1e,38.0,False,Pread,1183,1,False
7430,1,1,Earth,False,G,1205.0,S,PSO J318.5-22,24.0,False,Vantonson,753,1,False
7431,1,1,Europa,False,A,90.0,S,55 Cancri e,31.0,False,Barmant,3880,1,False
7432,1,1,Europa,True,E,481.0,P,TRAPPIST-1e,38.0,False,Amonysidle,0,0,True
7435,1,1,Europa,True,B,244.0,P,55 Cancri e,26.0,False,Couresteer,0,0,True
7436,1,1,Earth,,G,1202.0,P,TRAPPIST-1e,28.0,False,Meyersones,0,0,False
7437,1,3,Europa,True,B,279.0,S,55 Cancri e,45.0,False,Disgul,0,0,True
7437,2,3,Europa,True,B,279.0,S,TRAPPIST-1e,47.0,False,Disgul,0,0,True
7437,3,3,Europa,True,B,279.0,S,TRAPPIST-1e,60.0,False,Clumshangs,0,0,True
7438,1,1,Earth,False,E,483.0,P,55 Cancri e,42.0,False,Hanner,718,1,True
7442,1,2,Earth,False,E,495.0,S,TRAPPIST-1e,43.0,False,Morrencis,746,1,False
7442,2,2,Earth,True,,,,PSO J318.5-22,17.0,False,Morrencis,0,0,False
7444,1,1,Earth,True,G,1203.0,P,TRAPPIST-1e,17.0,False,Thorney,0,0,False
7445,1,1,Earth,True,G,1208.0,S,TRAPPIST-1e,20.0,False,Hoppers,0,0,False
7446,1,1,Earth,False,G,1204.0,P,TRAPPIST-1e,18.0,False,Hopez,1800,1,False
7447,1,1,Mars,False,F,1539.0,P,TRAPPIST-1e,24.0,False,Oncy,1113,1,False
7448,1,1,Earth,False,F,1540.0,P,55 Cancri e,25.0,False,Bradlerson,702,1,False
7449,1,1,Earth,False,F,1541.0,P,PSO J318.5-22,20.0,False,Bakericks,1548,1,False
7450,1,1,Earth,False,G,1205.0,P,TRAPPIST-1e,23.0,False,Sykess,704,1,False
7452,1,3,Europa,True,B,281.0,S,TRAPPIST-1e,48.0,False,Sloweber,0,0,True
7452,2,3,Europa,False,B,281.0,S,55 Cancri e,26.0,False,Sloweber,5009,1,True
7452,3,3,Europa,True,B,281.0,S,55 Cancri e,36.0,False,Sloweber,0,0,True
7453,1,1,Europa,True,C,275.0,S,55 Cancri e,27.0,False,Aneter,0,0,True
7455,1,1,Europa,False,A,80.0,P,55 Cancri e,41.0,False,Slavested,2774,1,True
7456,1,1,Earth,True,G,1210.0,S,TRAPPIST-1e,21.0,False,Whitez,0,0,True
7457,1,1,Mars,False,E,496.0,S,TRAPPIST-1e,71.0,False,Fine,1298,1,False
7458,1,1,Earth,True,G,1211.0,S,TRAPPIST-1e,64.0,False,Vincenton,0,0,False
7459,1,1,Europa,False,B,282.0,S,TRAPPIST-1e,33.0,False,Dratembid,2491,1,False
7460,1,1,Earth,False,F,1543.0,P,55 Cancri e,24.0,False,Haydenez,1095,1,True
7461,1,1,Europa,True,D,223.0,S,TRAPPIST-1e,35.0,False,Plaricit,0,0,True
7462,1,1,Earth,True,G,1206.0,P,PSO J318.5-22,13.0,False,Mckinn,0,0,True
7464,1,1,Earth,True,G,1207.0,P,TRAPPIST-1e,11.0,False,Hickett,0,0,True
7472,1,1,Mars,True,F,1426.0,S,TRAPPIST-1e,,False,,0,0,True
7475,1,2,Mars,True,F,1545.0,P,TRAPPIST-1e,43.0,False,Leste,0,0,True
7475,2,2,Mars,True,F,1545.0,P,TRAPPIST-1e,36.0,False,Leste,0,0,True
7477,1,1,Earth,False,F,1546.0,P,PSO J318.5-22,22.0,False,Fielson,690,1,False
7478,1,1,Europa,False,C,276.0,S,,56.0,False,Porkilte,5761,1,True
7479,1,1,Mars,True,F,1429.0,S,TRAPPIST-1e,34.0,False,Berte,0,0,True
7481,1,1,Earth,False,G,1215.0,S,TRAPPIST-1e,46.0,False,Chanash,1779,1,False
7483,1,1,Mars,False,E,485.0,P,PSO J318.5-22,43.0,False,Winie,1562,1,True
7484,1,1,Earth,False,G,1209.0,P,55 Cancri e,25.0,False,Rivanseney,1435,1,True
7485,1,1,Europa,False,,,,TRAPPIST-1e,26.0,False,Cousel,4767,1,False
7486,1,1,Earth,False,G,1210.0,P,55 Cancri e,14.0,False,Vandez,1434,1,False
7487,1,1,Earth,False,G,1216.0,S,TRAPPIST-1e,63.0,False,Sellahaney,785,1,True
7488,1,2,Mars,False,E,486.0,P,TRAPPIST-1e,29.0,False,Kidne,1299,1,False
7488,2,2,Mars,True,E,486.0,P,PSO J318.5-22,45.0,,Kidne,0,0,True
7490,1,1,Earth,True,G,1217.0,S,TRAPPIST-1e,15.0,False,Garrincent,0,0,True
7492,1,1,Mars,False,D,224.0,S,TRAPPIST-1e,19.0,False,Bun,3149,1,True
7494,1,1,Earth,False,E,487.0,P,TRAPPIST-1e,53.0,False,Sellahaney,1618,1,False
7495,1,1,Mars,False,F,1431.0,S,TRAPPIST-1e,45.0,False,Ropie,1157,1,False
7496,1,1,Europa,False,C,278.0,S,55 Cancri e,41.0,False,Fuelisent,2482,1,True
7498,1,3,Mars,False,F,1550.0,P,TRAPPIST-1e,68.0,True,Cola,2365,1,False
7498,2,3,Mars,True,F,1550.0,P,TRAPPIST-1e,5.0,False,Cola,0,0,True
7498,3,3,Mars,False,F,1550.0,P,TRAPPIST-1e,27.0,True,Cola,940,1,True
7499,1,1,Earth,False,F,1551.0,P,55 Cancri e,20.0,False,Hayder,1283,1,True
7500,1,1,,False,F,1432.0,S,TRAPPIST-1e,54.0,True,Swin,2005,1,False
7501,1,1,Earth,False,F,1433.0,S,TRAPPIST-1e,18.0,False,Burchard,804,1,False
7502,1,1,Europa,False,C,241.0,P,55 Cancri e,45.0,False,Clutolded,6665,1,True
7503,1,2,Europa,True,B,283.0,S,TRAPPIST-1e,26.0,False,Capplid,0,0,True
7503,2,2,Europa,False,B,283.0,S,TRAPPIST-1e,37.0,False,Capplid,14547,1,True
7504,1,1,Earth,False,F,1552.0,P,TRAPPIST-1e,30.0,False,,778,1,False
7505,1,3,Mars,False,F,1553.0,P,TRAPPIST-1e,51.0,True,Fone,5014,1,False
7505,2,3,Mars,True,F,1553.0,P,TRAPPIST-1e,3.0,False,Fone,0,0,True
7505,3,3,Mars,True,F,1553.0,P,TRAPPIST-1e,3.0,False,Fone,0,0,True
7506,1,1,Earth,False,F,1554.0,P,TRAPPIST-1e,19.0,False,Vales,2111,1,False
7507,1,3,Earth,False,E,499.0,S,TRAPPIST-1e,19.0,False,Santin,789,1,False
7507,2,3,Earth,False,E,499.0,S,TRAPPIST-1e,6.0,False,Santin,0,0,True
7507,3,3,Earth,False,E,499.0,S,55 Cancri e,4.0,False,Santin,0,0,True
7508,1,1,Europa,False,B,284.0,S,TRAPPIST-1e,23.0,False,Exible,4337,1,False
7509,1,1,Earth,False,F,1434.0,S,TRAPPIST-1e,37.0,False,Mcneiley,1449,1,False
7510,1,1,Mars,False,F,1435.0,S,55 Cancri e,18.0,False,Horte,1450,1,False
7512,1,1,Earth,,F,1436.0,S,PSO J318.5-22,29.0,False,Berges,603,1,False
7513,1,1,Earth,,E,488.0,P,TRAPPIST-1e,25.0,False,Welles,787,1,False
7514,1,1,Earth,False,F,1555.0,P,TRAPPIST-1e,52.0,False,Josesh,2106,1,False
7515,1,2,Mars,True,F,1437.0,S,TRAPPIST-1e,24.0,False,Gre,0,0,False
7515,2,2,Mars,False,F,1437.0,S,TRAPPIST-1e,0.0,False,Gre,0,0,True
7517,1,1,Earth,False,F,1557.0,P,PSO J318.5-22,25.0,False,Lunapperts,653,1,False
7518,1,2,Europa,True,B,246.0,P,TRAPPIST-1e,26.0,False,Droning,0,0,True
7518,2,2,Europa,False,B,246.0,P,PSO J318.5-22,32.0,True,Droning,18692,1,False
7520,1,1,Earth,False,F,1559.0,P,TRAPPIST-1e,58.0,False,Alentonway,1934,1,False
7521,1,1,Earth,False,F,1560.0,P,TRAPPIST-1e,44.0,False,Mcintons,1154,1,False
7522,1,1,Earth,False,G,1214.0,P,TRAPPIST-1e,41.0,False,Cartyernan,908,1,False
7523,1,1,Earth,False,G,1219.0,S,TRAPPIST-1e,24.0,False,Mcclayton,810,1,True
7524,1,2,Earth,True,G,1215.0,P,TRAPPIST-1e,41.0,False,Simpsonks,0,0,True
7524,2,2,Earth,True,G,1215.0,P,PSO J318.5-22,23.0,False,Simpsonks,0,0,True
7525,1,2,Europa,False,C,279.0,S,TRAPPIST-1e,27.0,False,Retefule,9490,1,False
